caseName,legend,sourceEbN0Db,frameRate,snrDb,FER
BCH-S200,"分段 BCH(15,11)",4.5,0.70175438596491224,2.9618513565547095,0.59360000000000002
BCH-S200,"分段 BCH(15,11)",4.7000000000000002,0.70175438596491224,3.1618513565547097,0.50680000000000003
BCH-S200,"分段 BCH(15,11)",4.9000000000000004,0.70175438596491224,3.3618513565547099,0.43980000000000002
BCH-S200,"分段 BCH(15,11)",5.0999999999999996,0.70175438596491224,3.5618513565547092,0.35759999999999997
BCH-S200,"分段 BCH(15,11)",5.2999999999999998,0.70175438596491224,3.7618513565547094,0.30880000000000002
BCH-S200,"分段 BCH(15,11)",5.5,0.70175438596491224,3.9618513565547095,0.24260000000000001
BCH-S200,"分段 BCH(15,11)",5.7000000000000002,0.70175438596491224,4.1618513565547097,0.19919999999999999
BCH-S200,"分段 BCH(15,11)",5.9000000000000004,0.70175438596491224,4.3618513565547099,0.1618
BCH-S200,"分段 BCH(15,11)",6.0999999999999996,0.70175438596491224,4.5618513565547092,0.1182
BCH-S200,"分段 BCH(15,11)",6.2999999999999998,0.70175438596491224,4.7618513565547094,0.085400000000000004
BCH-S200,"分段 BCH(15,11)",6.5,0.70175438596491224,4.9618513565547095,0.065600000000000006
BCH-S200,"分段 BCH(15,11)",6.7000000000000002,0.70175438596491224,5.1618513565547097,0.041399999999999999
BCH-S200,"分段 BCH(15,11)",6.9000000000000004,0.70175438596491224,5.3618513565547099,0.03717472118959108
BCH-S200,"分段 BCH(15,11)",7.0999999999999996,0.70175438596491224,5.5618513565547092,0.024603272235207283
BCH-S200,"分段 BCH(15,11)",7.2999999999999998,0.70175438596491224,5.7618513565547094,0.017053206002728513
BCH-S200,"分段 BCH(15,11)",7.5,0.70175438596491224,5.9618513565547095,0.011385631333257429
BCH-S200,"分段 BCH(15,11)",7.7000000000000002,0.70175438596491224,6.1618513565547097,0.0086258949365996714
BCH-S200,"分段 BCH(15,11)",7.9000000000000004,0.70175438596491224,6.3618513565547099,0.0044008273555428421
BCH-S200,"分段 BCH(15,11)",8.0999999999999996,0.70175438596491224,6.5618513565547092,0.00332
BCH-S200,"分段 BCH(15,11)",8.3000000000000007,0.70175438596491224,6.7618513565547103,0.0022599999999999999
BCH-S200,"分段 BCH(15,11)",8.5,0.70175438596491224,6.9618513565547095,0.0014
BCH-B200,"缩短 BCH(255,207)",3.5,0.80645161290322576,2.565783148377649,0.55420000000000003
BCH-B200,"缩短 BCH(255,207)",3.7000000000000002,0.80645161290322576,2.7657831483776492,0.47099999999999997
BCH-B200,"缩短 BCH(255,207)",3.8999999999999999,0.80645161290322576,2.9657831483776489,0.35659999999999997
BCH-B200,"缩短 BCH(255,207)",4.0999999999999996,0.80645161290322576,3.1657831483776486,0.26219999999999999
BCH-B200,"缩短 BCH(255,207)",4.2999999999999998,0.80645161290322576,3.3657831483776488,0.18540000000000001
BCH-B200,"缩短 BCH(255,207)",4.5,0.80645161290322576,3.565783148377649,0.13020000000000001
BCH-B200,"缩短 BCH(255,207)",4.7000000000000002,0.80645161290322576,3.7657831483776492,0.071199999999999999
BCH-B200,"缩短 BCH(255,207)",4.9000000000000004,0.80645161290322576,3.9657831483776493,0.041399999999999999
BCH-B200,"缩短 BCH(255,207)",5.0999999999999996,0.80645161290322576,4.1657831483776491,0.021381227282446014
BCH-B200,"缩短 BCH(255,207)",5.2999999999999998,0.80645161290322576,4.3657831483776492,0.012215232394796311
BCH-B200,"缩短 BCH(255,207)",5.5,0.80645161290322576,4.5657831483776494,0.0053218381629014664
BCH-B200,"缩短 BCH(255,207)",5.7000000000000002,0.80645161290322576,4.7657831483776496,0.002
BCH-B200,"缩短 BCH(255,207)",5.9000000000000004,0.80645161290322576,4.9657831483776498,0.00077999999999999999
BCH-B200,"缩短 BCH(255,207)",6,0.80645161290322576,5.0657831483776494,0.00044000000000000002
