caseName,snrDb,BER
BCH-S300,6.53871964321762,0.0082993333333333339
BCH-S300,6.7387196432176193,0.0073966666666666668
BCH-S300,6.9387196432176204,0.0064626666666666669
BCH-S300,7.1387196432176196,0.0057099999999999998
BCH-S300,7.3387196432176207,0.0050039999999999998
BCH-S300,7.53871964321762,0.0045626666666666663
BCH-S300,7.7387196432176193,0.00396
BCH-S300,7.9387196432176204,0.0034646666666666667
BCH-S300,8.1387196432176196,0.0031266666666666665
BCH-S300,8.3387196432176207,0.0027560000000000002
BCH-S300,8.53871964321762,0.0023506666666666667
BCH-S300,8.7387196432176193,0.0020079999999999998
BCH-S300,8.9387196432176204,0.0016673333333333334
BCH-S300,9.1387196432176196,0.001488
BCH-S300,9.3387196432176207,0.0012833333333333334
BCH-S300,9.53871964321762,0.0010753333333333333
BCH-S300,9.7387196432176193,0.00093333333333333332
BCH-S300,9.9387196432176204,0.00081866666666666665
BCH-S300,10.13871964321762,0.00064400000000000004
BCH-S300,10.338719643217621,0.00056266666666666672
BCH-S300,10.53871964321762,0.00051533333333333336
BCH-S300,10.738719643217619,0.00039333333333333332
BCH-S300,10.93871964321762,0.00032866666666666667
BCH-S300,11.13871964321762,0.00029357249626307922
BCH-S300,11.338719643217621,0.00026083800041485169
BCH-S300,11.53871964321762,0.00021153190037529853
BCH-S300,11.738719643217619,0.00015890177576829829
BCH-S300,11.93871964321762,0.00012668313281810213
BCH-S300,12.13871964321762,0.0001136208076659822
BCH-S300,12.338719643217621,9.943770346256289e-05
BCH-S300,12.53871964321762,7.2396998815321836e-05
BCH-S300,12.738719643217619,6.0185871768253499e-05
BCH-S300,12.93871964321762,4.7577264307302331e-05
BCH-S300,13.13871964321762,3.7531806615776082e-05
BCH-S300,13.338719643217621,3.3689843317714132e-05
BCH-S300,13.53871964321762,2.76e-05
BCH-S300,13.738719643217619,1.9866666666666667e-05
BCH-S300,13.93871964321762,1.5933333333333332e-05
BCH-S300,14.13871964321762,1.2533333333333334e-05
BCH-S300,14.338719643217621,9.7333333333333339e-06
BCH-S300,14.53871964321762,8.2666666666666666e-06
BCH-S300,14.738719643217619,6.2666666666666671e-06
BCH-S300,14.938719643217619,3.4000000000000001e-06
BCH-B300,4.8605664769316324,0.024015999999999999
BCH-B300,5.0605664769316325,0.020492
BCH-B300,5.2605664769316327,0.016565333333333335
BCH-B300,5.460566476931632,0.013002666666666666
BCH-B300,5.6605664769316322,0.010227999999999999
BCH-B300,5.8605664769316324,0.0074920000000000004
BCH-B300,6.0605664769316325,0.005842666666666667
BCH-B300,6.2605664769316327,0.0039839999999999997
BCH-B300,6.460566476931632,0.0029580000000000001
BCH-B300,6.6605664769316322,0.0018953333333333333
BCH-B300,6.8605664769316324,0.0013086666666666667
BCH-B300,7.0605664769316316,0.0008329917566152024
BCH-B300,7.2605664769316327,0.00051266974660506791
BCH-B300,7.460566476931632,0.00031669322913989
BCH-B300,7.6605664769316331,0.00021191334072431634
BCH-B300,7.8605664769316324,0.00011900000000000001
BCH-B300,8.0605664769316316,7.8066666666666662e-05
BCH-B300,8.2605664769316327,4.6400000000000003e-05
BCH-B300,8.460566476931632,2.3866666666666666e-05
BCH-B300,8.6605664769316331,1.4266666666666667e-05
BCH-B300,8.8605664769316324,4.1999999999999996e-06
BCH-B300-426,4.4771165561694346,0.024282666666666668
BCH-B300-426,4.6771165561694348,0.019924000000000001
BCH-B300-426,4.877116556169435,0.015141333333333333
BCH-B300-426,5.0771165561694342,0.011351333333333333
BCH-B300-426,5.2771165561694344,0.0083266666666666662
BCH-B300-426,5.4771165561694346,0.0053873333333333334
BCH-B300-426,5.6771165561694348,0.0040819999999999997
BCH-B300-426,5.877116556169435,0.0025346666666666668
BCH-B300-426,6.0771165561694342,0.0015933333333333333
BCH-B300-426,6.2771165561694344,0.00098064683725159114
BCH-B300-426,6.4771165561694346,0.00060498316498316495
BCH-B300-426,6.6771165561694339,0.00032107562454934896
BCH-B300-426,6.877116556169435,0.00019979924891404046
BCH-B300-426,7.0771165561694342,0.0001002
BCH-B300-426,7.2771165561694353,5.3600000000000002e-05
BCH-B300-426,7.4771165561694346,2.6666666666666667e-05
